Permalink,Post Message,Posted,Lifetime Post Total Reach,Lifetime Post Total Impressions,Lifetime Talking About This (Post) by action type - like,Lifetime Talking About This (Post) by action type - share,Lifetime Talking About This (Post) by action type - comment
https://www.facebook.com/underthebutton/posts/10154757591460855,It's about time...,10/14/17 10:42,1619,2794,11,1,1
https://www.facebook.com/underthebutton/posts/10154757471420855,&quot;His dad even had a pony-tail for two years when it was cool.&quot;,10/14/17 9:32,1526,2779,13,2,0
https://www.facebook.com/underthebutton/posts/10154757277405855,"&quot;Engineering sophomore VJ Ranjan has reportedly been going around campus for the past two weeks, explaining to everyone in his path how much work he has.&quot;",10/14/17 8:06,3702,6284,22,0,6
https://www.facebook.com/underthebutton/posts/10154754447210855,When will these attacks on healthcare end?,10/13/17 17:30,1920,3221,12,0,0
https://www.facebook.com/underthebutton/posts/10154754444470855,Find out how it stacks up!,10/13/17 14:00,1480,2427,2,0,0
https://www.facebook.com/underthebutton/posts/10154754443010855,Who needs sleep?,10/13/17 13:00,2645,4438,9,0,3
https://www.facebook.com/underthebutton/posts/10154754438830855,My dude!,10/13/17 12:00,1639,2667,7,0,0
https://www.facebook.com/underthebutton/posts/10154754440810855,&quot;He has to let everyone know whoês the big doggy dog on campus.&quot;,10/13/17 11:00,2450,4128,7,0,2
https://www.facebook.com/underthebutton/posts/10154754408115855,These posers don't know a hoagie from a sizzli.,10/13/17 10:00,5428,9177,58,9,10
https://www.facebook.com/underthebutton/posts/10154754415305855,"&quot;I appreciate the building with my name on it, but there is literally nothing, nothing, you could do or say to me that could add value to my life.&quot;",10/13/17 9:00,3555,6627,43,2,0
https://www.facebook.com/underthebutton/posts/10154754395260855,She's a tough one.,10/13/17 8:00,7040,12179,100,2,14
https://www.facebook.com/underthebutton/posts/10154754392840855,Learn the social complexities of sharing memes.,10/13/17 7:00,2652,4572,18,0,4
https://www.facebook.com/underthebutton/posts/10154753778575855,&quot;Accidentally.&quot;,10/12/17 14:49,1721,2836,12,0,0
https://www.facebook.com/underthebutton/posts/10154753705755855,These didn't go viral.,10/12/17 13:57,5202,9266,37,1,4
https://www.facebook.com/underthebutton/posts/10154752748800855,"&quot;In conclusion, I believe you will find that a long, brown hair in your bacon egg and cheese tomorrow morning. Sorry, that's mine.&quot;",10/12/17 13:00,2545,4703,14,1,1
https://www.facebook.com/underthebutton/posts/10154752723025855,"An app developer, an ant-farming enthusiast, and just a plain old guy. Check out these impressive students!",10/12/17 11:05,937,1510,6,0,0
https://www.facebook.com/underthebutton/posts/10154752039910855,"This has gone too, too far.",10/12/17 10:00,1946,3804,40,1,1
https://www.facebook.com/underthebutton/posts/10154752026890855,A man on a mission.,10/12/17 9:00,11679,21842,90,1,63
https://www.facebook.com/underthebutton/posts/10154752034005855,"Seriously, now this?!",10/12/17 8:00,11875,22279,89,3,16
https://www.facebook.com/underthebutton/posts/10154752019010855,"It's 11:58, just let us go, please.",10/12/17 7:00,2282,3479,0,0,0
https://www.facebook.com/underthebutton/posts/10154750095085855,Important!,10/11/17 19:00,2734,4462,5,0,0
https://www.facebook.com/underthebutton/posts/10154750002155855,"&quot;If you remember me, if you remember our connection, meet me by the Love Statue at midnight. We will dance under the stars.&quot;",10/11/17 17:00,3274,5424,3,0,0
https://www.facebook.com/underthebutton/posts/10154751383110855,It's about time!,10/11/17 15:06,5663,10467,41,1,10
https://www.facebook.com/underthebutton/posts/10154750056000855,Professor McDaniel's New Class on Nothingness Will Never Meet,10/11/17 14:00,8457,15136,62,0,31
https://www.facebook.com/underthebutton/posts/10154750018980855,&quot;Someone needs to keep the bread flowing.”,10/11/17 13:00,1297,2344,7,0,1
https://www.facebook.com/underthebutton/posts/10154751010395855,"In our latest video, a Penn-approved bartender shows us the ropes.",10/11/17 11:00,9065,16726,81,5,14
https://www.facebook.com/underthebutton/posts/10154749925085855,"&quot;Super friendly exterior, but cunning when she wants to be.&quot;",10/11/17 11:00,1483,2755,11,1,0
https://www.facebook.com/underthebutton/posts/10154749994010855,"–I just knew,” Weinstein told UTB.",10/11/17 10:00,5717,10283,21,0,7
https://www.facebook.com/underthebutton/posts/10154749960270855,Fiendish.,10/11/17 8:00,3660,7425,24,1,5
https://www.facebook.com/underthebutton/posts/10154750092715855,Times are tough.,10/11/17 7:00,956,1603,0,0,0
https://www.facebook.com/underthebutton/posts/10154745836090855,Fascinating...,10/10/17 19:00,3164,5479,7,0,0
https://www.facebook.com/underthebutton/posts/10154747862585855,"&quot;Even members of Penn Police joined in, with some demanding that Shuster hand over the leftover mac and cheese in his backpack before his arrest.&quot;",10/10/17 17:00,5217,9671,25,0,2
https://www.facebook.com/underthebutton/posts/10154749356625855,"&quot;Yeah, I got an B+ on my first reflection paper ã so obviously, I had to drop.&quot;",10/10/17 15:11,8310,17172,59,1,22
https://www.facebook.com/underthebutton/posts/10154748087845855,Why did Penn Police shut down a midterm in DRL?,10/10/17 14:00,4478,8220,4,0,0
https://www.facebook.com/underthebutton/posts/10154748766580855,"These associates may appear to teach classes about –Consumer Behavior,” but in reality they're brainwashing twenty-somethings into buying the admittedly chic frames.",10/10/17 13:00,10431,20060,65,1,18
https://www.facebook.com/underthebutton/posts/10154747788775855,&quot;A 2011 study by two Penn economists found that 'Fossil watches make you look like a tool' and determined that those who wear them are 'pretty lame.'&quot;,10/10/17 12:00,3211,6541,41,1,4
https://www.facebook.com/underthebutton/posts/10154745788465855,__MAJOR FRIENDAVERSARY ALERT__,10/10/17 11:00,3672,6988,9,0,2
https://www.facebook.com/underthebutton/posts/10154747807325855,Professor David Abelson reportedly dropped the class because it both &quot;failed to match his interests&quot; and &quot;was stupid.&quot;,10/10/17 10:00,5790,11648,70,1,3
https://www.facebook.com/underthebutton/posts/10154745772120855,"–I was kind of nervous going in, because I had heard mixed reviews from past applicants and local government officials.&quot;",10/10/17 9:00,6142,12356,25,1,8
https://www.facebook.com/underthebutton/posts/10154747814130855,We heard their &quot;chocolate chip cookie dough gelato over rice&quot; is $5.,10/10/17 8:00,2427,4658,10,0,0
https://www.facebook.com/underthebutton/posts/10154748154655855,When you no longer have to use communal bathrooms but realize you have to buy your own toilet paper __,10/10/17 7:00,8796,17381,16,0,21
https://www.facebook.com/underthebutton/posts/10154745759890855,Students will be required to book these referees 7 weeks in advance.,10/9/17 8:30,5730,10966,134,0,3
https://www.facebook.com/underthebutton/posts/10154745745390855,Great study strategy.,10/9/17 7:00,3696,6766,2,0,1
https://www.facebook.com/underthebutton/posts/10154744749340855,The first mouse sighting in over 40 years.,10/8/17 13:00,5179,8956,13,0,10
https://www.facebook.com/underthebutton/posts/10154744533390855,"&quot;It was a lot of rolling and a lot of weed. Like, a lot.&quot;",10/8/17 11:30,4569,7848,12,0,0
https://www.facebook.com/underthebutton/posts/10154744421845855,Samês lovely weekend started with roughly thirty hours in the air.,10/8/17 10:00,13956,25174,150,1,30
https://www.facebook.com/underthebutton/posts/10154743280250855,Heartbreaking stuff.,10/8/17 8:30,10240,18410,85,1,8
https://www.facebook.com/underthebutton/posts/10154742685940855,"When he didn't get into MERT, one freshman took matters into his own hands.",10/7/17 13:25,2984,5141,36,0,6
https://www.facebook.com/underthebutton/posts/10154741301505855,&quot;The skills I've gained from my six cinema classes will improve my performance in this position.&quot;,10/7/17 10:30,7212,12753,60,1,33
https://www.facebook.com/underthebutton/posts/10154741296575855,"I've got a few questions for you, punk.",10/7/17 8:30,5488,9449,49,2,11
https://www.facebook.com/underthebutton/posts/10154738885055855,"&quot;Once the clock hits 15 and your lap is done, Iêll get you a final answer.&quot;",10/6/17 14:30,3023,5556,15,0,2
https://www.facebook.com/underthebutton/posts/10154738920005855,Groundbreaking research.,10/6/17 13:00,2389,4312,26,1,2
https://www.facebook.com/underthebutton/posts/10154738905300855,&quot;I was thoroughly impressed by her geniality.&quot;,10/6/17 11:30,1531,2624,5,0,0
https://www.facebook.com/underthebutton/posts/10154738902350855,That makes sense!,10/6/17 10:00,1765,3237,9,0,0
https://www.facebook.com/underthebutton/posts/10154738891885855,Mazel tov!,10/6/17 8:30,1648,2952,13,0,0
https://www.facebook.com/underthebutton/posts/10154738883035855,"These photos are special, but they aren't THAT special.",10/6/17 7:00,1100,1854,2,0,0
https://www.facebook.com/underthebutton/posts/10154738133325855,"A remarkable tale of a man, his son, and a toilet",10/5/17 14:15,2525,4847,11,0,4
https://www.facebook.com/underthebutton/posts/10154723341395855,It's a backpack full of chili!,9/29/17 7:00,1143,2237,21,1,1
https://www.facebook.com/underthebutton/posts/10154708563500855,&quot;This threw my whole abroad experience out of whack.&quot;,9/22/17 9:58,2196,4345,37,2,7
https://www.facebook.com/underthebutton/posts/10154705926975855,Apply to PCMS before it's too late!,9/21/17 9:21,581,1161,9,1,0
https://www.facebook.com/underthebutton/posts/10155212206580855,Desperate times call for desperate measures.,4/25/18 17:45,118,157,1,1,0
https://www.facebook.com/underthebutton/posts/10155212099365855,&quot;Nothing makes panties drop like talking about the gruesome battles in the Odyssey.&quot;,4/25/18 16:20,643,849,3,7,0
https://www.facebook.com/underthebutton/posts/10155211993635855,We do NOT recommend opening up one of these bad boys in Fisher Fine Arts.,4/25/18 15:00,583,723,13,2,0
https://www.facebook.com/underthebutton/posts/10155211853795855,um what are u talking about,4/25/18 13:15,2093,2886,47,26,2
https://www.facebook.com/underthebutton/posts/10155211696975855,Wow and you thought the Penn 10 were impressive.,4/25/18 11:40,1018,1291,9,1,0
https://www.facebook.com/underthebutton/posts/10155211568285855,Perfect timing!!!,4/25/18 10:10,1972,2871,84,7,1
https://www.facebook.com/underthebutton/posts/10155211398080855,Someone needs to make a petition about this ASAP,4/25/18 8:40,512,645,4,0,0
https://www.facebook.com/underthebutton/posts/10155210346105855,Better late than never.,4/24/18 19:00,565,703,5,0,0
https://www.facebook.com/underthebutton/posts/10155210250300855,I bet no one will Like and Share to show support for our TROOPS,4/24/18 17:45,630,843,6,3,0
https://www.facebook.com/underthebutton/posts/10155210094405855,Heaven or hell: which is it?!,4/24/18 16:20,628,824,7,0,0
https://www.facebook.com/underthebutton/posts/10155210020720855,"He was pretty thrilled to hear today's news, but not as excited as when he saw Drake in concert that one time.",4/24/18 15:25,992,1299,8,1,0
https://www.facebook.com/underthebutton/posts/10155209797570855,He has to deal with a lot of idiot sandwiches in his life.,4/24/18 12:50,2835,3774,29,30,0
https://www.facebook.com/underthebutton/posts/10155209598195855,&quot;Itês so healthy to have a break in the middle of such a stressful time.&quot;,4/24/18 11:40,928,1177,10,0,0
https://www.facebook.com/underthebutton/posts/10155209414865855,"Hey, we've all been there.",4/24/18 10:10,1131,1482,10,2,0
https://www.facebook.com/underthebutton/posts/10155209283885855,"I don't want to beg, but...",4/24/18 8:40,988,1395,14,0,1
https://www.facebook.com/underthebutton/posts/10155208356650855,This just in.,4/23/18 19:00,1472,1907,14,4,0
https://www.facebook.com/underthebutton/posts/10155208243865855,Justice for Abe.,4/23/18 17:45,982,1395,7,0,0
https://www.facebook.com/underthebutton/posts/10155208117685855,I think this is a good idea and definitely no one will get hurt.,4/23/18 16:20,1251,1608,11,0,0
https://www.facebook.com/underthebutton/posts/10155207993530855,Aw.,4/23/18 14:40,1485,1937,27,3,0
https://www.facebook.com/underthebutton/posts/10155207832170855,&quot;Sometimes I feel isolated knowing that no one else sees the world in the deeply nuanced way that I do.&quot;,4/23/18 13:15,1619,2303,48,8,2
https://www.facebook.com/underthebutton/posts/10155207641300855,This could have been planned better.,4/23/18 11:12,2765,3806,25,15,0
https://www.facebook.com/underthebutton/posts/10155207395330855,Only one way to find out.,4/23/18 8:40,4039,5373,71,27,2
https://www.facebook.com/underthebutton/posts/10155207238660855,This is importantã you haven't changed your profile picture since 2017.,4/23/18 7:00,2521,3458,25,16,0
https://www.facebook.com/underthebutton/posts/10155206495335855,He knows the value of a dollar.,4/22/18 19:00,1948,2579,21,5,0
https://www.facebook.com/underthebutton/posts/10155206393135855,"And afterwards, can you fill out my 5-minute survey for my Management class? You could win a $25 Amazon gift card!",4/22/18 17:45,767,1053,3,0,1
https://www.facebook.com/underthebutton/posts/10155206273050855,Tag an OG Katie.,4/22/18 16:20,2249,3050,7,30,0
https://www.facebook.com/underthebutton/posts/10155206197810855,Please do NOT try this at home.,4/22/18 15:25,1972,2656,16,12,0
https://www.facebook.com/underthebutton/posts/10155206138440855,"Two birds, one stone?",4/22/18 14:40,1718,2190,18,4,0
https://www.facebook.com/underthebutton/posts/10155206015985855,Happy Earth Day,4/22/18 13:15,2090,2722,23,12,0
https://www.facebook.com/underthebutton/posts/10155205865495855,Even students who &quot;didn't really give a shit&quot; in college ended up being pretty successful.,4/22/18 11:40,2454,3251,34,11,1
https://www.facebook.com/underthebutton/posts/10155205738945855,"&quot;No, Iêm not in it for the prestige, why would you even ask that?&quot;",4/22/18 10:10,4560,6222,93,35,1
https://www.facebook.com/underthebutton/posts/10155205592135855,Encouragement of careers other than finance and consulting are prohibited &quot;during the period of the student-teacher relationship.&quot;,4/22/18 8:50,2441,3304,92,10,0
https://www.facebook.com/underthebutton/posts/10155204117780855,&quot;Itês really gonna be worth it to be outside of the Penn Bubble.&quot;,4/21/18 14:40,2827,3854,22,11,0
https://www.facebook.com/underthebutton/posts/10155203987045855,&quot;I saw a child abandoned in the freezer ã her mother forgot about her while lunging for the last bag of frozen orange chicken.&quot;,4/21/18 13:15,1262,1687,9,2,0
https://www.facebook.com/underthebutton/posts/10155203852685855,This one may surprise you,4/21/18 11:40,1051,1358,7,1,0
https://www.facebook.com/underthebutton/posts/10155203711355855,&quot;There was one moment where a student asked •Isnêt it crazy that words?ê and it felt like we really got at something there.&quot;,4/21/18 10:10,932,1209,19,0,0
https://www.facebook.com/underthebutton/posts/10155203591340855,&quot;I realized I just love being the only one of my three roommates who knows how to take out the trash.&quot;,4/21/18 8:50,2149,2909,47,14,0
https://www.facebook.com/underthebutton/posts/10155203405370855,If this isn't me...,4/21/18 7:00,1450,1907,12,2,0
https://www.facebook.com/underthebutton/posts/10155202385010855,"&quot;Narcolepsy Cookies will open and close whenever it pleases, without warning.&quot;",4/20/18 17:15,2427,3205,71,15,0
https://www.facebook.com/underthebutton/posts/10155202286985855,*attaches scarf to resume*,4/20/18 16:20,1923,2596,26,8,0
https://www.facebook.com/underthebutton/posts/10155202210080855,What's a Phillie,4/20/18 15:25,2319,3118,60,17,0
https://www.facebook.com/underthebutton/posts/10155202067730855,They're getting a lot of attention.,4/20/18 13:55,1813,2501,47,6,1
https://www.facebook.com/underthebutton/posts/10155201895700855,&quot;I canêt believe I actually have to write an article about something this obvious.&quot;,4/20/18 12:30,573,787,7,0,0
https://www.facebook.com/underthebutton/posts/10155200732440855,A classic mix-up.,4/20/18 11:10,872,1097,8,0,0
https://www.facebook.com/underthebutton/posts/10155201548120855,At least one important life lesson to be learned today.,4/20/18 9:45,971,1252,7,0,0
https://www.facebook.com/underthebutton/posts/10155201366200855,The preacher himself was taken aback by his success.,4/20/18 8:20,1275,1673,29,1,0
https://www.facebook.com/underthebutton/posts/10155201202645855,Happy April 20th,4/20/18 7:00,2099,2970,40,11,1
https://www.facebook.com/underthebutton/posts/10155200217950855,"Try their &quot;Town and Gown Turkey Club,&quot; in which light meat is inside of the sandwich, and darker cuts are strewn about the plate carelessly.",4/19/18 17:15,702,906,8,0,0
https://www.facebook.com/underthebutton/posts/10155200136020855,They've been &quot;handing out anything from custom lighters to lettered Sperrys.&quot;,4/19/18 16:20,1709,2337,37,3,0
https://www.facebook.com/underthebutton/posts/10155200064450855,"Come on IDGod Illinois, don't fail me now.",4/19/18 15:25,3566,4944,62,30,0
https://www.facebook.com/underthebutton/posts/10155199832690855,What a simple solution!,4/19/18 12:30,849,1106,10,0,0
https://www.facebook.com/underthebutton/posts/10155199716615855,Slut shaming hurts and I'm saving myself for marriage!,4/19/18 11:10,3455,5402,86,21,1
https://www.facebook.com/underthebutton/posts/10155199595020855,"&quot;Although the admitted Class of 2022 is a talented group, a shocking 0% of the class is related to Joe Biden, a statistic Dean Furda described as 'sad.'&quot;",4/19/18 9:45,1200,1596,27,0,0
https://www.facebook.com/underthebutton/posts/10155199073120855,I Feel Personally Attacked By This Relatable Content,4/19/18 8:20,6987,9856,236,84,8
https://www.facebook.com/underthebutton/posts/10155199349725855,My parents only filled out half of them this year!,4/19/18 7:00,548,733,3,0,0
https://www.facebook.com/underthebutton/posts/10155198591840855,This is getting out of hand...,4/18/18 19:00,3289,4870,153,18,1
https://www.facebook.com/underthebutton/posts/10155197178675855,&quot;Diaz was left on read by most of the group for almost five hours.&quot;,4/18/18 17:45,1554,2059,15,5,0
https://www.facebook.com/underthebutton/posts/10155198280705855,&quot;Pay attention at 1:40&quot;,4/18/18 16:20,3510,4605,22,37,1
https://www.facebook.com/underthebutton/posts/10155198216855855,&quot;He was just such an icon; it's so sad.&quot;,4/18/18 15:25,667,874,12,0,0
https://www.facebook.com/underthebutton/posts/10155198140625855,This was slightly lower than the expected figure of 96%.,4/18/18 14:40,3702,4807,48,36,0
https://www.facebook.com/underthebutton/posts/10155198000585855,"&quot;For a guy so upset about Penn's competitive culture, he shot me down awfully fast.&quot;",4/18/18 13:15,1266,1650,13,3,0
https://www.facebook.com/underthebutton/posts/10155197842700855,"We could make it through these without falling asleep, probably.",4/18/18 11:40,1497,1952,21,5,0
https://www.facebook.com/underthebutton/posts/10155197672585855,"&quot;Theyêre not choosing us, so weêre not choosing them.&quot;",4/18/18 10:10,3827,5796,133,14,3
https://www.facebook.com/underthebutton/posts/10155197539570855,"Any excuse to go out, really.",4/18/18 8:40,1205,1578,13,4,0
https://www.facebook.com/underthebutton/posts/10155197401610855,And how much of our tuition was spent on this...,4/18/18 7:00,1917,2799,92,2,1
https://www.facebook.com/underthebutton/posts/10155196682215855,What are the odds?,4/17/18 19:00,3455,4461,53,29,1
https://www.facebook.com/underthebutton/posts/10155196597655855,How could this have happened?!,4/17/18 17:45,3488,4900,42,21,2
https://www.facebook.com/underthebutton/posts/10155196468935855,Hope the ground is soft!,4/17/18 16:20,1480,2454,27,1,0
https://www.facebook.com/underthebutton/posts/10155196373210855,Who does this????,4/17/18 15:25,2997,4287,101,17,1
https://www.facebook.com/underthebutton/posts/10155196313230855,&quot;The instability and duality of the 'Chicken Caesar and Bacon on Artisan' baguette is representative of your give-and-take dualist nature as a Gemini.&quot;,4/17/18 14:40,2566,3841,28,20,2
https://www.facebook.com/underthebutton/posts/10155196198720855,Hell yeah!,4/17/18 13:15,2693,3521,46,18,1
https://www.facebook.com/underthebutton/posts/10155196058305855,"She's a great multitasker, at least.",4/17/18 11:40,3854,5306,36,27,2
https://www.facebook.com/underthebutton/posts/10155195937850855,"It's no big deal, it only took 12 interviews for me to get in.",4/17/18 10:10,524,659,5,0,0
https://www.facebook.com/underthebutton/posts/10155195792500855,A better roommate than most.,4/17/18 8:40,2041,2720,15,13,0
https://www.facebook.com/underthebutton/posts/10155195621190855,Forget posting in the class Facebook page.,4/17/18 7:00,1299,1751,38,0,1
https://www.facebook.com/underthebutton/posts/10155194549310855,A new kind of holy war.,4/16/18 19:00,734,970,6,0,0
https://www.facebook.com/underthebutton/posts/10155194694780855,&quot;I donêt care if the contents are bright red. Do you not see that the cap is completely sealed?&quot;,4/16/18 17:45,1378,1726,7,2,0
https://www.facebook.com/underthebutton/posts/10155194548115855,I can't wait to go back to LA this summer and sip some straight cashew milk in peace.,4/16/18 16:20,3666,4894,83,27,2
https://www.facebook.com/underthebutton/posts/10155194459495855,&quot;I think CupcakKeês album 'Cum Cake' is incredibly unique. It was justÄ a little much for me when she said vagina for the fifth time.&quot;,4/16/18 15:25,1266,1608,18,2,0
https://www.facebook.com/underthebutton/posts/10155194384145855,"&quot;Are you building yourself a fountain of youth, Amy? Is that where our dollars are going?&quot;",4/16/18 14:40,744,958,14,0,0
https://www.facebook.com/underthebutton/posts/10155194291580855,Enjoy that lecture recording!,4/16/18 13:45,556,747,6,0,0
https://www.facebook.com/underthebutton/posts/10155194165840855,Wholesome content incoming!!,4/16/18 12:30,656,844,1,0,0
https://www.facebook.com/underthebutton/posts/10155194051030855,Forget coachella.,4/16/18 11:18,792,1088,20,0,0
https://www.facebook.com/underthebutton/posts/10155192565090855,"For the first time, a campus conversation did not sell out in minutes.",4/15/18 15:25,1010,1503,18,0,0
https://www.facebook.com/underthebutton/posts/10155192504550855,"And I'd like to be compensated, thanks.",4/15/18 14:40,942,1233,5,0,0
https://www.facebook.com/underthebutton/posts/10155191845055855,Definitely not a desperate move.,4/15/18 13:15,901,1308,27,0,1
https://www.facebook.com/underthebutton/posts/10155191881910855,"There's some valuable life lessons to be learned, probably.",4/15/18 11:40,2570,3579,41,4,1
https://www.facebook.com/underthebutton/posts/10155192108775855,"&quot;Now, instead of Ubering from New College House to DRL, I UberPool.&quot;",4/15/18 10:10,1650,2156,33,8,0
https://www.facebook.com/underthebutton/posts/10155191966210855,Hinkie died for this.,4/15/18 8:50,498,692,7,0,0
https://www.facebook.com/underthebutton/posts/10155191857120855,Lick lick lick lick?,4/15/18 7:49,2261,2942,41,12,0
https://www.facebook.com/underthebutton/posts/10155190182000855,"Patients will be coded with a green tag if they wander into the tent reporting symptoms such as, &quot;Has anyone ever died from smoking weed? Can that happen?&quot;",4/14/18 9:15,923,1215,2,0,0
https://www.facebook.com/underthebutton/posts/10155190044915855,You won't want to miss this.,4/14/18 7:50,2366,3304,52,13,0
https://www.facebook.com/underthebutton/posts/10155188860220855,There are tens?,4/13/18 13:55,3032,4238,42,27,0
https://www.facebook.com/underthebutton/posts/10155188696980855,Watch out!,4/13/18 12:30,642,874,7,0,0
https://www.facebook.com/underthebutton/posts/10155188539390855,Enter promo code BLACKOUT_OR_BACK_OUT for a spot on the party ambulance!,4/13/18 11:10,2447,3421,110,24,0
https://www.facebook.com/underthebutton/posts/10155188382870855,"Who needs to buy groceries, anyways?",4/13/18 9:45,2454,3415,24,13,0
https://www.facebook.com/underthebutton/posts/10155188206150855,It's time to come out.,4/13/18 8:20,1586,2224,27,8,0
https://www.facebook.com/underthebutton/posts/10155188045010855,An effective strategy.,4/13/18 6:45,1995,2701,18,6,0
https://www.facebook.com/underthebutton/posts/10155187099375855,Some might say he's truly Excel-ing.,4/12/18 17:15,584,761,2,0,0
https://www.facebook.com/underthebutton/posts/10155186922060855,"Hmm, we think we know why.",4/12/18 15:25,600,792,2,0,0
https://www.facebook.com/underthebutton/posts/10155186835115855,Try one of these for a quick meal on-the-go!,4/12/18 14:40,1053,1557,22,2,1
https://www.facebook.com/underthebutton/posts/10155186603715855,We went undercover.,4/12/18 12:30,1254,1680,9,3,0
https://www.facebook.com/underthebutton/posts/10155186440050855,&quot;Andrews warmed up the crowd with the standard jokes about his strange childhood and how awkward he is in social interactions.&quot;,4/12/18 11:10,1686,2253,22,10,0
https://www.facebook.com/underthebutton/posts/10155186299575855,Wait... how many people are staying in?,4/12/18 9:45,2811,3819,40,25,0
https://www.facebook.com/underthebutton/posts/10155186166395855,"We initially had 30 reasons, but here are the top 5.",4/12/18 8:20,2202,2928,60,9,0
https://www.facebook.com/underthebutton/posts/10155186075145855,Necessary.,4/12/18 7:00,1882,2509,40,9,0
https://www.facebook.com/underthebutton/posts/10155185254390855,Did you know that the walls between rooms in the High Rises are really thin?,4/11/18 19:00,810,1062,3,0,0
https://www.facebook.com/underthebutton/posts/10155185145400855,Thank goodness we caught this fake news.,4/11/18 17:45,609,797,7,0,0
https://www.facebook.com/underthebutton/posts/10155185032195855,&quot;Where on the page do I sign? Where do I submit the worksheet?&quot;,4/11/18 16:20,1355,2032,29,1,1
https://www.facebook.com/underthebutton/posts/10155184954210855,It's all about priorities.,4/11/18 15:25,781,1038,5,0,0
https://www.facebook.com/underthebutton/posts/10155184897705855,"&quot;The group immediately began hurling humblebrags, SAT scores, and the names of New York prep schools at each other like $30,000 a year hand grenades.&quot;",4/11/18 14:40,1386,1782,44,1,0
https://www.facebook.com/underthebutton/posts/10155184790195855,It was Ben and Jerry's free cone day yesterday...,4/11/18 13:15,756,1129,6,0,0
https://www.facebook.com/underthebutton/posts/10155184637375855,"&quot;How is wearing a Penn dad shirt ironic, you may ask? Um, hello. Iêm a 19-year-old woman, not a father.&quot;",4/11/18 11:40,7667,11003,191,99,6
https://www.facebook.com/underthebutton/posts/10155184457725855,"Wow, and I thought people were getting tapped for retirement homes.",4/11/18 10:10,503,662,1,0,0
https://www.facebook.com/underthebutton/posts/10155184250365855,"This includes in-person, phone, Skype, and those interviews where you have to record yourself on video answering the questions.",4/11/18 8:40,550,727,0,0,0
https://www.facebook.com/underthebutton/posts/10155184075045855,"Yeah, that's not quite how it works.",4/11/18 7:00,685,894,6,0,0
https://www.facebook.com/underthebutton/posts/10155183107760855,&quot;Judy Bloom didnêt say it would be anything like this.&quot;,4/10/18 17:45,1273,1683,4,2,0
https://www.facebook.com/underthebutton/posts/10155182927955855,&quot;Why ruin the curve if it doesn't count toward your in-major GPA?&quot;,4/10/18 16:20,1345,1776,15,2,0
https://www.facebook.com/underthebutton/posts/10155182808325855,We're only two rounds away.,4/10/18 15:25,1552,2135,38,0,0
https://www.facebook.com/underthebutton/posts/10155182637700855,Penn truly does have some impressive students.,4/10/18 13:57,561,741,7,0,0
https://www.facebook.com/underthebutton/posts/10155182471220855,Apparently they hadn't seen all housing available on Free and For Sale.,4/10/18 12:17,890,1168,6,0,0
https://www.facebook.com/underthebutton/posts/10155182256295855,"&quot;I am still not entirely sure what gentrification is. But as long as it means closing the only Taco Bell near me, I am the staunchest anti-gentrification advocate youêll ever meet.&quot;",4/10/18 10:30,6251,8875,197,46,4
https://www.facebook.com/underthebutton/posts/10155182102795855,It's not too far away.,4/10/18 9:06,912,1163,3,0,0
https://www.facebook.com/underthebutton/posts/10155180759690855,An incredible opportunity to visit a distant wonder.,4/9/18 16:20,2124,2749,47,7,0
https://www.facebook.com/underthebutton/posts/10155180664070855,That Consumer Psych minor is really making you stand out though!,4/9/18 15:25,3461,4572,59,32,2
https://www.facebook.com/underthebutton/posts/10155180600690855,______,4/9/18 14:40,1312,1662,12,3,0
https://www.facebook.com/underthebutton/posts/10155180473415855,"Finally, an answer.",4/9/18 13:15,5251,7051,96,38,2
https://www.facebook.com/underthebutton/posts/10155180272475855,"This marks the third time a Wharton student has ever stepped foot in the building, since its construction in 1962.",4/9/18 11:40,1830,2400,37,11,0
https://www.facebook.com/underthebutton/posts/10155180124050855,EXCLUSIVE from UTB.,4/9/18 10:10,3058,4032,23,5,2
https://www.facebook.com/underthebutton/posts/10155179929530855,The most ambitious crossover event in history?,4/9/18 8:40,3081,4093,48,20,0
https://www.facebook.com/underthebutton/posts/10155178982270855,BREAKING,4/8/18 18:59,1895,2475,28,8,0
https://www.facebook.com/underthebutton/posts/10155178752205855,Already?,4/8/18 16:20,1229,1596,8,0,0
https://www.facebook.com/underthebutton/posts/10155178675765855,"This is how social change happens, folks.",4/8/18 15:25,2937,3881,77,16,0
https://www.facebook.com/underthebutton/posts/10155177610625855,&quot;I hope you have the munchies because youêll look like a snack.&quot;,4/8/18 14:40,2184,2983,29,5,1
https://www.facebook.com/underthebutton/posts/10155178448670855,"&quot;This ensures that those six women can diversify executive boards across the country, all while menstruating!&quot;",4/8/18 13:15,2033,2596,21,3,0
https://www.facebook.com/underthebutton/posts/10155178257350855,"Yep, it was &quot;Closer.&quot;",4/8/18 11:40,1782,2310,10,6,0
https://www.facebook.com/underthebutton/posts/10155178097880855,New Contest: free tickets to anyone who can come up with a better theme!,4/8/18 10:10,1711,2354,49,0,1
https://www.facebook.com/underthebutton/posts/10155177974220855,Who knew the ancient Egyptian desert looked so much like Flavortown?,4/8/18 8:50,430,576,4,0,0
https://www.facebook.com/underthebutton/posts/10155177839725855,They're still going on?,4/8/18 7:30,1044,1313,24,0,0
